idx,problem_id,module,fault,pi_bits,po_bits,gates,exact,probe_vectors,uniform_detection,uniform_activation,expected_random_best4,target_is_pi,target_is_po,all_zero,all_one,zero_or_one,constant2_random2_observed,random,greedy,mcts,best_of_n,evolutionary,vector_evolutionary
269,e5b2654d66f4042880b5828ee4b82bc65e165bcee70dc0a61bcc08bcf497d48b,mst_2_2,sa0 n94,24,8,49,False,8192,0.107177734375,0.504638671875,0.36458121547672917,False,False,1,0,1,1.0,0.0,0.25,0.5,0.75,0.5,0.25
270,d56e1928b2b5639c09ca5e638846a08a434d5d31372724b8fc5720cdb4b65e0b,ceillog2e,sa1 n49,21,4,27,False,8192,0.9320068359375,0.9320068359375,0.9999786272204536,False,False,0,1,1,1.0,1.0,0.625,0.9375,1.0,1.0,1.0
271,1439f9aaaa0826ccf1a3888456251a56bd919151692403f0a739c3c3c4e66ddb,top,sa0 f0_pad,17,8,9,False,8192,0.50048828125,0.50048828125,0.9377437832299051,False,True,0,1,1,1.0,0.5625,1.0,1.0,1.0,1.0,0.9375
272,8fb8ce8038844874a2097401119f868678393797449a18f3a90fd64f5ac7eb47,decoder3to8,sa1 out2,3,8,12,True,8,0.875,0.875,0.999755859375,False,True,1,1,1,1.0,1.0,0.8125,0.9375,1.0,1.0,1.0
273,6ea03ad964fd9dd293bf11fc33d61c95ab3d08ac61147e2f550b82dd21abaca4,ahbrom,sa1 romaddr[3],71,49,52,False,8192,0.492431640625,0.492431640625,0.9336290299038374,False,True,1,0,1,1.0,0.4375,0.5,0.8125,1.0,1.0,0.9375
274,12365792d503fcdc244e5f4c562b567b4426cfe38667a90de1ccbe4c66eaddd6,lcd_driver,sa1 n23,14,9,27,True,16384,0.0625,0.5,0.2275238037109375,False,False,0,1,1,1.0,0.0,0.0625,0.125,0.375,0.5,0.0625
275,c45b5cf6b3bd96664bd08f145db0724a1baead3f5c98fa967105d6b0b4bd69d2,extend,sa0 unsignimm32[15],17,64,65,False,8192,0.4927978515625,0.4927978515625,0.9338203695130323,False,True,0,1,1,1.0,0.4375,0.25,0.5,0.75,0.75,0.9375
276,123b08f1d93e01339860e023d989172574a8f04255c31f6be6d4326014af3c98,decoder,sa1 alusrc_o,6,11,25,True,64,0.953125,0.953125,0.9999951720237732,False,True,1,1,1,1.0,1.0,0.875,1.0,1.0,1.0,1.0
277,2a79640e6be3623e5dd044d54018a59a797e756b9985b774a1a267cbcb4f6864,parity,sa0 d,4,1,2,True,16,0.5,0.5,0.9375,True,False,0,1,1,1.0,0.6875,1.0,1.0,1.0,1.0,0.9375
278,52b8e15d875202f00e7cf6782c4b689e5a621b8d464471697d799bd63f685a7b,eco32_core_idu_r0t,sa1 o_addr[4],36,10,59,False,8192,0.58154296875,0.58154296875,0.9693377882521759,False,True,1,0,1,1.0,0.6875,0.375,0.75,0.9375,0.875,0.9375
279,449d98cdcabd4bce8af6ac72083109bbfe1b1ea52f862da8edca7b09cbdfa4ee,qkt_macro_handler_unit_add_27sx17u_28s_1,sa0 n13,44,28,84,False,8192,0.993408203125,0.993408203125,0.9999999981119423,False,False,1,0,1,1.0,1.0,0.8125,1.0,0.9375,0.8125,1.0
280,71e1c127cdad78f8dfb99c5a960dc121111123d51ce48a1adb2720c9bbe6a81f,circuit_b,sa1 a1,4,3,5,True,16,0.375,0.5,0.847412109375,True,False,1,0,1,1.0,0.25,0.625,1.0,1.0,1.0,0.6875
281,121ebb3d5926356d3a3de1489c0f355250d7613590a0f4255081013e7a70e7da,wideexpr_00419,sa1 y[88],80,128,170,False,8192,1.0,1.0,1.0,False,True,1,1,1,1.0,1.0,0.6875,0.9375,1.0,0.9375,1.0
282,10a63bfb7ef5aecb2a6f1c4ef59b57221a3a543ae27c88f1f0044693999bfdc0,immediategenerator,sa0 n43,16,16,55,True,65536,0.1875,0.375,0.5641937255859375,False,False,0,0,0,0.3125,0.25,0.3125,0.25,0.6875,0.5,0.625
283,e6c28e421a17f903eceb39c7c4a923f831631c62651073e6eff80d6af3fb4155,shl2_32,sa0 d_out[31],32,32,33,False,8192,0.4986572265625,0.4986572265625,0.9368259038750926,False,True,0,1,1,1.0,0.5,0.5625,0.75,0.9375,1.0,0.8125
284,cf78edcab4e2342c6d2c310c9c2896d41f64b1e2a400efc16d5b296efacaea7c,wideexpr_00261,sa1 y[95],80,128,147,False,8192,0.7452392578125,0.7452392578125,0.9957875959491458,False,True,0,1,1,1.0,0.75,0.5625,0.8125,0.9375,1.0,1.0
285,769617595c6d5f76412332a1fd7056b8129ad37f8745e2fd419861a96fd8a304,qkt_macro_handler_unit_equal_1u_90_4,sa1 out1,6,1,3,True,64,0.984375,0.984375,0.9999999403953552,False,True,1,1,1,1.0,0.9375,0.9375,1.0,1.0,1.0,1.0
286,6d1d9e551e1ab394d48f6f828dfafa94f07487a7c8a787fcdb94807d2bcd12ea,binary_to_bcd,sa0 n85,8,12,62,True,256,0.703125,0.8125,0.9922322630882263,False,False,1,1,1,1.0,0.6875,0.6875,0.875,0.8125,0.875,1.0
287,dc942b434a32982e0138112c32c6d4491924d146966dcb4250489e81d81a06e4,cpa,sa0 n165,64,34,98,False,8192,0.498779296875,0.498779296875,0.9368874096231217,False,False,1,0,1,1.0,0.4375,0.5,0.6875,0.875,0.8125,0.875
288,13717c2bc392fb8a3e10b0e82b61cbcc81330ec7b87cae5666e168d7d8d78e39,forwarding_control,sa1 forward_d,32,6,57,False,8192,0.986572265625,0.986572265625,0.9999999674904494,False,True,1,0,1,1.0,0.9375,0.8125,1.0,0.9375,0.875,1.0
289,0c0784dcbd1adf59470988145217a24a7b6c5ea7a7729d0cf3a214cf487509d6,shift1,sa0 data_o[25],32,32,33,False,8192,0.5101318359375,0.5101318359375,0.9424140064306774,False,True,0,1,1,1.0,0.5625,0.8125,0.9375,1.0,0.9375,0.9375
290,481afa798f73a78816e1f984540ba1212a446d2c098d755fcd5cb4a75d670739,adderfds,sa0 pi03,33,17,48,False,8192,0.5001220703125,0.5001220703125,0.937561012808146,True,False,0,1,1,1.0,0.5,0.9375,0.9375,0.9375,1.0,0.9375
291,e4fc1a561730fd4f39a258dffe48047ac0868d54305a00571dbd9f74be67a876,user_module_341497971083313748,sa1 out[3],8,8,20,True,256,0.99609375,0.99609375,0.9999999997671694,False,True,1,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
292,b4db8fb56cd74d03a6cca3a401a244684f1b50e27c2d93c52960d01aa70176f9,controller,sa0 n48,12,16,43,True,4096,0.875,0.890625,0.999755859375,False,False,1,1,1,1.0,0.75,0.625,0.875,1.0,0.9375,1.0
293,00fa5cd7fa492184099349a9e3f721ea1f8f0e5d874c6323ecc273e14f3582f5,bcd7segdec,sa0 ledr[2],4,18,31,True,16,0.5,0.5,0.9375,False,True,0,1,1,1.0,0.5625,0.25,0.625,0.8125,0.9375,1.0
294,93bc22037c759e35f4474a5d2625495d6290591a3fc268c1ba480ca44286a1d2,instructionmemory,sa0 address[4],32,32,76,False,8192,0.0384521484375,0.505859375,0.14516241769243599,True,False,0,0,0,0.0,0.0,0.0625,0.125,0.25,0.4375,0.3125
295,3296966250eae2535e5248fdb78455ddff939749b0a07b62a5f5e5b374644552,frg1,sa1 n116,28,3,59,False,8192,0.0306396484375,0.49462890625,0.11704004063276208,False,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0625,0.125
296,0765d1b32a06b1a4197e3942b12456e890ed29fdf3b6b2d0bad0811be199919a,partsel_00028,sa1 y_3,144,128,143,False,8192,0.3665771484375,0.3665771484375,0.8390188934727438,False,False,0,1,1,1.0,0.375,0.5625,0.625,1.0,0.9375,0.875
297,e6df9f23f5312e3b7bad7d13367d58521837dfbf2696e64577f833f52c44e5a4,e2bcd3,sa1 n62,10,8,44,True,1024,0.5,0.5,0.9375,False,False,0,1,1,1.0,0.625,0.625,0.625,1.0,0.875,0.9375
298,51ce8638935f2be8bdc007b3588092fc4330cd2addc77ba735d7462d4f5a9bc1,parallelshifter,sa0 n67,12,8,67,True,4096,0.09375,0.5,0.3254842758178711,False,False,0,0,0,0.1875,0.125,0.125,0.3125,0.0625,0.3125,0.3125
299,b34e496a3724613f5ab9ee77519ad7911cdaced40c0fafb847fd3a4ece003b29,demultiplexer,sa0 in,4,8,13,True,16,0.5,0.5,0.9375,True,False,0,1,1,1.0,0.625,1.0,1.0,1.0,1.0,0.875
300,4bde01cef7b5e66fb3df258e76dc6565952dbd49bab9fe970490afd1e23a4589,d_cmp,sa1 n108,68,1,56,False,8192,0.1842041015625,0.74755859375,0.5570792058085805,False,False,0,0,0,0.125,0.0625,0.125,0.125,0.375,0.25,0.5
301,d96b4ba6eb276e732ef5c3369c5fb290219890a71ca135eb676e39113dd24aab,zero_detect,sa1 y,36,1,12,False,8192,1.0,1.0,1.0,False,True,0,1,1,1.0,1.0,0.6875,1.0,0.9375,1.0,1.0
302,5afa16158972f6e5a674b703e11a7b941046575a10f8d772aa6c77c60e793df9,ct_rtu_compare_iid,sa1 n34,14,1,23,True,16384,0.341796875,0.578125,0.8123105941194808,False,False,0,0,0,0.4375,0.3125,0.1875,0.125,0.4375,0.375,0.75
303,3343c605238cab1c3d335b5fdcf85c9a6ab50efb29012fb8c7ed390ae23ccd88,select_encode_logic,sa1 in_write,38,6,17,False,8192,0.499267578125,0.499267578125,0.9371329836137043,True,False,1,0,1,1.0,0.5,0.9375,0.875,0.75,0.875,0.9375
304,5db16ffae1ad5c69fa46ac1f532e0716d94a234341b7b0474ebaa404e554b59f,compare_two_8bit_buses,sa1 N0,16,1,18,True,65536,0.99609375,0.99609375,0.9999999997671694,False,False,0,0,0,1.0,1.0,0.125,0.4375,0.875,0.6875,1.0
305,8462c7dccaab62c188fc03dbe481511cc6434832b84acdc9c105ae47a4329373,uart_num2ascii,sa0 ascii[2],8,8,15,True,256,0.9765625,0.9765625,0.9999996982514858,False,True,0,1,1,1.0,1.0,0.75,1.0,1.0,1.0,1.0
306,712f0ac6ce9ca93e832cfe469a4db7340486407b859669fa3c0bbbf6c023229c,mixcolumn1row,sa1 n15,32,8,19,False,8192,0.498046875,0.498046875,0.9365177005383885,False,False,0,1,1,1.0,0.375,0.5625,0.625,0.875,0.9375,1.0
307,a7137569af6c8bdeadc628f5e88956059f30fff82ed434151125b4e85d20345b,char_box,sa1 n71,44,12,44,False,8192,0.9996337890625,1.0,0.999999999999982,False,False,1,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
308,72dd64bcc9f7855046a097e024b0ac893c875d4bdc32bf53311b968356a91e45,decoder_5bit,sa1 n25,5,32,49,True,32,0.5,0.5,0.9375,False,False,0,1,1,1.0,0.5,0.3125,0.5,0.875,0.8125,1.0
309,7fa1f10b19b50202ef094f2eedaff10190d01e75d12f56d17ec8fd2b4d11882d,forwarding_unit,sa0 n56,24,6,47,False,8192,0.0091552734375,0.0133056640625,0.03612124207869605,False,False,0,0,0,0.125,0.125,0.0625,0.0625,0.0625,0.0,0.125
310,3182d433826c77da769df1cb563061e454b8a309cbb69304d3a8a055d6b3fa7f,conditionchecker,sa1 out,8,1,21,True,256,0.5,0.5,0.9375,False,True,1,1,1,1.0,0.375,0.25,0.625,0.9375,0.875,0.875
311,e84bd6a9b71e94c702f270cdaec400da14ad3b3023f31053bdd0a72766a80232,top,sa1 y[12],58,33,38,False,8192,1.0,1.0,1.0,False,True,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
312,d5894cf3a74cc6d2cab1d764d33d4a6666963d24c807b6692c7ea7ff6227586a,mux,sa1 n44,34,8,30,False,8192,0.2440185546875,0.2440185546875,0.6733786680511711,False,False,0,0,0,0.3125,0.25,0.375,0.1875,0.75,0.625,0.625
313,54ce060d75d042368fe8113685bffd665bdaf62f64bc5d185a38903617a01841,instructionmemory,sa0 instruction[18],32,32,70,False,8192,0.0164794921875,0.0164794921875,0.06430635460541345,False,True,1,0,1,1.0,0.0,0.25,0.625,0.6875,0.8125,0.0
314,b236c214d6c4363514f39c1626b39b095e4082e88d959820e421dad37fe86f39,adder_carry_95_amisha,sa0 n11,8,5,11,True,256,0.75,0.75,0.99609375,False,False,1,0,1,1.0,0.8125,0.9375,0.9375,1.0,1.0,1.0
315,e1a9f9209f4081ca82a9a78b6e6950fd571259f606796f40975fce0b11b8a2ed,array_multiplier,sa1 n8,7,7,33,True,128,0.375,0.9375,0.847412109375,False,False,0,0,0,0.6875,0.5625,0.625,0.75,0.875,1.0,0.8125
316,1400426de1c7725716ec72f564f954bf500ce32c6ad30757e63226f4e46549d9,mux_5s_1b,sa0 n66,37,1,35,False,8192,0.123779296875,0.499267578125,0.4105404048801198,False,False,0,0,0,0.125,0.125,0.0,0.0625,0.5,0.5,0.375
317,8ab45cf0aee7123ea2a2f5f20e3523e9ce377fe111c83aeba8b294e8aa443670,adder4,sa0 n16,32,32,74,False,8192,0.99755859375,0.99755859375,0.9999999999644729,False,False,1,0,1,1.0,1.0,1.0,0.9375,0.9375,0.875,1.0
318,36aa61d6127fb9b9477748304251c5386ab8ccad49421c9c64b2a9f884d105bc,controlunit,sa1 jump,6,11,23,True,64,0.984375,0.984375,0.9999999403953552,False,True,1,1,1,1.0,1.0,0.9375,1.0,1.0,1.0,1.0
319,d724b61a79b58739fe528d2f352336b970fbe1266e8263b98d2d0e453e64a6d2,top,sa1 n45,25,18,66,False,8192,0.5003662109375,0.5013427734375,0.9376829044012813,False,False,0,1,1,1.0,0.4375,0.25,0.75,0.75,0.875,1.0
320,6f3e3e5df93c4b0bc29fa57fe0d22ebc7bc6e26816c43eb10d47830a59526977,constants,sa0 N20,64,32,60,False,8192,0.7525634765625,0.7525634765625,0.9962515198081012,False,False,0,1,1,1.0,0.875,0.5625,0.875,1.0,1.0,1.0
321,7c061f6a747be351c7e885750eadd67410d11f657c63d7624113523f75d09dd0,controlunit,sa1 branch,5,8,13,True,32,0.0,0.0,0.0,False,True,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
322,432720ba71875dedeee76193914a1eb79ea9fc9ce82c00a386511839f61159f0,top,sa1 y[45],76,57,60,False,8192,1.0,1.0,1.0,False,True,1,1,1,1.0,1.0,0.875,0.9375,0.9375,0.875,1.0
323,847f6588b2bae3ba1382ed875abc1ad8a48dc201ed71ef39ce7f5ac30862a4a2,jump_or_branch,sa0 pcsrc,66,33,34,False,8192,0.7506103515625,0.7506103515625,0.996131757501505,False,True,0,1,1,1.0,0.5,0.9375,1.0,1.0,1.0,1.0
324,0b31939971ca39649fc67659c485471ada9f84583a1209a63dfcca936815efc2,interfaceesp,sa0 n9,10,7,16,True,1024,0.998046875,0.998046875,0.9999999999854481,False,False,1,1,1,1.0,1.0,0.9375,1.0,1.0,1.0,1.0
325,3d27c792328233515cc161d260574ebf0c84a7c31194ba6036568643228b5910,shiftleft,sa1 shift_output[6],32,32,33,False,8192,0.5003662109375,0.5003662109375,0.9376829044012813,False,True,1,0,1,1.0,0.625,0.5625,0.625,0.9375,0.75,1.0
326,004f572b94d2efa4907ba002cf3c1f52aac1afcd8e6be172952390b4d045d406,decoder_3b,sa0 n11,6,8,16,True,64,0.3125,0.5,0.7765960693359375,False,False,1,0,1,1.0,0.25,0.5625,0.9375,1.0,1.0,0.6875
327,6e2a7701c9cb31035b04b4e32793cc1aa1217fc009935cfabccf297e917b72a6,sd_radix10,sa1 n20,5,6,16,True,32,0.5,0.5,0.9375,False,False,0,0,0,0.5,0.375,0.75,0.8125,1.0,1.0,1.0
328,9045e0e12119ff1a82260dba15410b6d40c0469f18705442d2dcd4408c540f89,fa_st_1,sa0 s,3,2,3,True,8,0.5,0.5,0.9375,False,True,0,1,1,1.0,0.375,0.375,0.5625,0.875,0.875,0.9375
329,233b82cbb5d54d4c918f0504930b032f183b46fa3e3db3c8dae0e9936947a5e0,alu_decoder,sa0 n11,19,3,8,False,8192,0.6533203125,0.8729248046875,0.9855551317295976,False,False,1,1,1,1.0,0.5,0.8125,1.0,1.0,1.0,0.9375
330,d82f9ada8f5e3209082fd93577505531c68a5c3600d7c887bc79a96f201991a8,demux1to2,sa1 n38,33,64,97,False,8192,0.50390625,0.50390625,0.9394303557928652,False,False,0,1,1,1.0,0.625,0.5625,0.8125,1.0,1.0,0.9375
331,ee176de14de5ee1a22c475bbaf9fc408e17b043cee26c46d0924d05f1f616c68,sevensegdecwithen,sa1 n49,6,11,31,True,64,0.4375,0.75,0.8998870849609375,False,False,1,1,1,1.0,0.25,0.6875,0.9375,1.0,1.0,0.875
332,99acb09fe1a9ccd33cf7384846d54a603ad6142985db72628340e3ebbfc1a2b9,full_adder,sa0 sum,3,2,3,True,8,0.5,0.5,0.9375,False,True,0,1,1,1.0,0.625,0.6875,0.8125,1.0,0.9375,0.875
333,d95c7de35aaac19bed3dfa678c82ea7763cc28ae09ebde612c4e3e2737439fef,forwardunit,sa1 N1,22,4,44,False,8192,0.9837646484375,0.9837646484375,0.999999930522083,False,False,1,0,1,1.0,1.0,0.6875,1.0,1.0,1.0,1.0
334,ee5c68729f23f9efb8b376154f6572d180641d072b167dac6bbfee96e7330993,zvn,sa1 n,97,3,16,False,8192,0.5032958984375,0.5032958984375,0.9391317262873178,False,True,1,0,1,1.0,0.75,0.75,1.0,1.0,0.9375,1.0
335,8fb5558f95f12492874c16287ce6f50b3e6baaa7ddd7fa6b32601a5ab3cdffac,qkv_macro_handler_unit_sub_32sx1u_32s_1,sa0 n31,33,32,79,False,8192,0.9998779296875,0.9998779296875,0.9999999999999998,False,False,1,1,1,1.0,1.0,1.0,0.9375,1.0,1.0,1.0
336,cc66b480ad73724f75b79dbd10a04eb0d1cd0728ba12847258ce69925aae842a,id_forward,sa1 N3,19,2,21,False,8192,0.9881591796875,0.9881591796875,0.9999999803425508,False,False,1,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
337,1229c779b346474d7ec05998f99dd1f3b7a7d637df54fb5e3aee6a745d045767,hamming_decoder,sa0 ham_data_encoder_3,7,8,14,True,128,0.5,0.5,0.9375,False,False,0,1,1,1.0,0.5,0.375,0.6875,1.0,1.0,0.875
338,2755a75590107308e36faa3444aac9020f84477c2e46fe33ac59c3b9d6fdac8b,binaryrepr,sa0 io_fdiv2[1],28,81,84,False,8192,0.50439453125,0.50439453125,0.9396684671282287,False,True,0,1,1,1.0,0.375,0.4375,0.6875,0.5625,0.8125,0.8125
339,cbe1a0e2ed6ebbb46645abf09d4d1a383c466270764ad4c9ff38a5c51afaf95c,bcd_decoder,sa0 n60,12,21,73,True,4096,0.25,0.5,0.68359375,False,False,1,0,1,1.0,0.25,0.3125,0.5,0.75,1.0,0.625
340,a0bee12f7039b85a746e0b7a12f0a3e2eecebab0f925898aafc8d2be655c81e3,cpu_io_switch_matrix,sa0 opb_o3,40,44,45,False,8192,0.4989013671875,0.4989013671875,0.9369488704491216,True,False,0,1,1,1.0,0.4375,0.75,1.0,0.8125,0.9375,1.0
341,58e549194e361484cd43142d987acf32b93a994dfbaa30504cb2f22e7e4ae848,cfdecode,sa0 i_case_latch,15,6,17,True,32768,0.0953369140625,0.5,0.33019639826786906,True,False,0,1,1,1.0,0.0,0.125,0.4375,0.75,0.6875,0.1875
342,a9887a4ab7b9f3108589f4f71ab022319a3e6cf6d8fc42d33e232de9e4710a8d,control,sa0 n46,34,18,48,False,8192,0.9029541015625,0.9324951171875,0.9999113030389741,False,False,0,1,1,1.0,0.8125,0.75,0.875,0.9375,1.0,1.0
343,30c11110a2aad400abf8c00013fa584c102b70134a7c9899dc2690a5636f06eb,mux2_1n16,sa1 n2,33,16,17,False,8192,0.4962158203125,0.50146484375,0.9355863215482996,False,False,0,0,0,0.625,0.4375,0.1875,0.5625,0.8125,0.875,1.0
344,be79dbf1ed55af9416a4320fa76f1505f6dbd34cf65dc3b6e7a6f1281ea5bdb5,top,sa0 x9,21,11,30,False,8192,0.5037841796875,0.5037841796875,0.9393707179938529,True,False,0,1,1,1.0,0.5,0.9375,1.0,1.0,1.0,1.0
345,376ec53badec1e5a04d89091ca8eec525e7db64a07aebabe528444389f0bf6a6,hd,sa0 n104,28,1,57,False,8192,0.924560546875,0.973876953125,0.9999676112545863,False,False,0,1,1,1.0,1.0,0.8125,1.0,0.875,0.9375,1.0
346,62da2197324ecbb17307b2a286fa35afe66fb086a2eaa1c8e6e2af655ac3af37,recfntorecfn_1,sa0 io_out[56],37,70,83,False,8192,0.490478515625,0.490478515625,0.9326015351863326,False,True,0,1,1,1.0,0.4375,0.75,0.75,0.9375,0.9375,1.0
347,c4c3b29926d892dd3eacf63fdd35592fdf798f9966c6b0a390b6b47165b1338f,partsel_00285,sa1 y[84],144,128,143,False,8192,1.0,1.0,1.0,False,True,1,1,1,1.0,1.0,0.8125,0.9375,0.9375,0.9375,1.0
348,4bd32db79c558c14312a4349e529f09963ce0bb62d280d6a494fa2358e8b1230,decoder,sa0 n30,5,32,49,True,32,0.75,0.75,0.99609375,False,False,0,1,1,1.0,0.875,0.5625,0.9375,1.0,0.875,1.0
349,8181812968ab4a7b1380e48404981120d31c20c227f3836893bf040c15720983,databus,sa1 n45,27,8,27,False,8192,0.2452392578125,0.2459716796875,0.6754831800946659,False,False,1,0,1,1.0,0.3125,0.4375,0.75,0.9375,0.6875,0.875
350,3102c3495836069070b7e341cdc3098dea1f0c2895bd18c7de3554dc12b17187,mux_3_1,sa1 n8,11,3,6,True,2048,0.43359375,0.75,0.8970770684536546,False,False,0,0,0,0.625,0.5,0.4375,0.3125,0.875,0.875,0.875
351,da9b1e0d9bd78734bef31060c3c6e9287df8383aa97b35510abd1edfc7723b82,crossbar_4x4_4bit,sa0 n38,21,16,45,False,8192,0.506591796875,0.506591796875,0.9407312917210753,False,False,1,0,1,1.0,0.5625,0.625,0.875,1.0,1.0,1.0
352,a92536d1494e5b4b65fdee6f706e59fcec606dd21d2184f5434c3f452293912d,guia_0404,sa0 n15,4,5,13,True,16,0.5,0.5,0.9375,False,False,1,0,1,1.0,0.375,0.3125,0.5625,0.875,0.9375,0.9375
353,97cac9d6a3aeafc70ad0463590833fc27fe2774690bcd02d4f3e9a0f9991b664,qkv_macro_handler_unit_add_28sx17u_29s_1,sa0 n10,45,29,87,False,8192,0.5076904296875,0.5076904296875,0.9412574069484092,False,False,0,1,1,1.0,0.3125,0.3125,0.5625,0.5625,0.6875,0.875
354,d2f5f2ca74110191e849456be766a3b1cceabc0c1fca49f1217e5cdffdaa81b6,hex_display,sa0 n45,4,7,27,True,16,0.5,0.5,0.9375,False,False,1,0,1,1.0,0.6875,0.75,0.8125,0.9375,1.0,0.9375
355,10a8aee462d0624796edb0b6683d32e28e8975721550e94ee136b1edbb423151,top,sa0 wire3[0],55,27,41,False,8192,0.486083984375,0.50048828125,0.9302460816230642,True,False,0,1,1,1.0,0.3125,1.0,1.0,1.0,0.9375,1.0
356,6a638dff6acce6f5b94c519fdc3a83b821cf674f2c78eafd71a85018445da4ed,forwarding_control_unit,sa1 n70,18,4,40,False,8192,0.8255615234375,0.9385986328125,0.9990740892195793,False,False,1,0,1,1.0,0.875,0.75,0.9375,1.0,1.0,1.0
357,1fcfd69036c1982293d9b36803735bd5768076fb92ad36bf1f7f6f33d5b065fc,mux6to1_8bit,sa1 n67,51,8,41,False,8192,0.8104248046875,0.870849609375,0.9987084059122109,False,False,0,1,1,1.0,0.9375,0.375,0.5625,0.875,0.9375,1.0
358,044ebad1f0ca863fe6746b3a39d77bfc0445ac14dfcf1d6243d3a87f31dd868b,qkv_macro_handler_unit_add_32s_109_1,sa0 n30,32,32,77,False,8192,1.0,1.0,1.0,False,False,1,0,1,1.0,1.0,0.625,0.9375,0.9375,1.0,1.0
359,ebb0cc083276813ade4c9e23a330ff5ed987e389865ae79476d3bde4d7c9e5f0,eight_bit_carry_look_ahead_adder,sa1 p_m,17,10,20,False,8192,0.995361328125,0.995361328125,0.9999999995370068,False,True,1,0,1,1.0,1.0,0.5625,0.75,1.0,1.0,1.0
360,52e7b188df36535588b434a11cd84922fb4cfc014d86cfac84b90a3de698620d,var8_multi,sa1 n5,8,1,4,True,256,0.02734375,0.875,0.10497013456188142,False,False,0,1,1,1.0,0.0,0.0625,0.0,0.125,0.1875,0.0
361,38d95c871e942e924c086bbe0367aa61f4a76d35cb68e38e2d27686b46b23417,qkt_macro_handler_hub_add_6ux1u_7u_1,sa1 n13,7,7,15,True,128,0.96875,0.96875,0.9999990463256836,False,False,1,0,1,1.0,0.875,0.875,1.0,1.0,1.0,1.0
362,8eb2958744cfca1dd3777f06eef110171cfb9ea163bc797e2f159591e1165f1f,comp,sa1 n66,16,3,31,True,65536,0.033203125,0.5625,0.1263430183607852,False,False,1,1,1,1.0,0.0625,0.8125,0.8125,1.0,1.0,0.0625
363,9265ae0f85d67b38ede8f7092a5d071c758972cfd11f465cbe23b58b5cdf8551,n_bit_comparator,sa1 n55,16,3,27,True,65536,0.126953125,0.5,0.4190346263203537,False,False,0,1,1,1.0,0.0,0.375,0.6875,0.9375,1.0,0.1875
364,07d6dbcda45e2a1cc64b957b74ba31c40356074185f4d44ce2470c3b28029ed9,decod_gray,sa1 n21,4,14,25,True,16,0.625,0.75,0.980224609375,False,False,1,1,1,1.0,0.625,0.6875,0.75,1.0,1.0,0.9375
365,1e095a9eccc00cebfedb573f0ea108ab06aa51deb546315c2feb375ea03b2bd3,muxd,sa1 n13,26,8,11,False,8192,0.6795654296875,0.751708984375,0.9894571638646423,False,False,0,0,0,0.9375,0.875,0.6875,0.8125,0.875,0.9375,0.9375
366,f00d108bff930c2fe2520f2af4d074d999dfee78ee9680a03a2f649d63931b99,abs,sa1 data_in[1],32,32,32,False,8192,0.5068359375,0.5068359375,0.9408485103913335,True,False,1,0,1,1.0,0.5625,0.5625,0.6875,1.0,1.0,1.0
367,856d7f7ea47ab5689ace7ff77674500755392f35ef33dede191da5b509f7bc9e,top,sa0 wire1[0],27,43,55,False,8192,0.4901123046875,0.4901123046875,0.9324075596364734,True,False,0,1,1,1.0,0.5,0.5625,0.6875,0.8125,0.875,0.9375
368,c6fea5227b327e0b5a57167da56c9a83f01b9df438eaaf9d199b9d002cb32e57,alu_32add,sa1 n166,65,33,96,False,8192,0.259765625,0.5018310546875,0.6997541619784897,False,False,0,0,0,0.375,0.25,0.0625,0.5,0.8125,0.4375,0.5625
369,09e76a9e78eb4fcc3fbfbd24cbf7b87402fd57cf54e1d93e466f9e09f6461531,top,sa1 y_8,39,79,128,False,8192,1.0,1.0,1.0,False,False,1,1,1,1.0,1.0,0.875,0.9375,0.875,0.8125,1.0
370,1773c4cf2e52db15a3f383f8f6df2b4455cd2cc7e953afcf2523a094ee4d9ddc,controller,sa1 mem_write_en,12,11,33,True,4096,0.984375,0.984375,0.9999999403953552,False,True,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
371,306db964edffe07937b5d1c37d84a0b3f2eb1427737912a6b391c297c8d699fa,displaymodule,sa1 n42,4,8,28,True,16,0.1875,0.375,0.5641937255859375,False,False,0,0,0,0.375,0.1875,0.1875,0.25,0.6875,0.625,0.4375
372,1169d41a5627b27d4c1630f58e8feecee29de0647c6c241054b02090b8b5614d,i1,sa0 po00,25,16,24,False,8192,0.4951171875,0.4951171875,0.9350225975640569,False,True,0,1,1,1.0,0.375,0.9375,1.0,1.0,1.0,0.875
373,1fc8aecd22e0672b4158b2568e9fc05309da57f32dc13487fa8b8951f276de43,shift32_left7,sa1 q[26],32,32,33,False,8192,0.5013427734375,0.5013427734375,0.9381686869968922,False,True,1,0,1,1.0,0.5,0.75,0.8125,1.0,1.0,1.0
374,d8b96a528a3c3924f2e5ef47accc8a42d0e4e5ccf9b0407a817b34fc4161a1c5,master_slave_select,sa1 m_baudrate,9,4,6,True,512,0.875,0.875,0.999755859375,False,True,1,1,1,1.0,0.9375,0.75,0.8125,1.0,0.9375,1.0
